id,source,question,answers,links,num_links,num_contexts,contexts_preview
644ea41957b1c7a31500007b,bioasq,"What are the necessary steps for the transition from a precursor mRNA to a mature
mRNA?","Transport of messenger RNA (mRNA) from the nucleus to the cytoplasm is an essential step of eukaryotic gene expression. Messenger RNA precursors (pre-mRNAs) are produced as the nascent transcripts of RNA polymerase II in the cell nucleus and must undergo extensive maturational processing, including 5'-end capping, splicing, and 3'-end cleavage and polyadenylation. | The process of converting precursor mRNA (pre-mRNA) to mature mRNA involves several key steps that occur within the cell nucleus of eukaryotic cells. These include pre-mRNA transcription, capping, splicing, polyadenylation, and transport to the cytoplasm for translation. | The necessary steps for the transition from a precursor mRNA to a mature mRNA include capping, splicing, cleavage, and polyadenylation. Capping refers to the addition of a modified guanine nucleotide to the 5' end of the pre-mRNA, while splicing removes the non-coding introns and joins the coding exons. Cleavage involves the cutting of the pre-mRNA at a specific site downstream of the coding sequence, and polyadenylation adds a string of adenosine nucleotides to the 3' end of the mRNA. | The necessary steps for the transition from a precursor mRNA (pre-mRNA) to a mature mRNA include 5'-end capping, splicing, and 3'-end cleavage and polyadenylation. These processes remove introns, join exons, and add necessary structures to the mRNA molecule, preparing it for transportation out of the nucleus and subsequent protein synthesis. | The process of mRNA maturation involves several steps that are essential for the production of a functional mRNA molecule. The first step is pre-mRNA processing, which includes capping, splicing, and polyadenylation. Capping involves the addition of a 7-methylguanosine cap to the 5' end of the pre-mRNA molecule, which protects it from degradation and facilitates its translation. Splicing removes introns from the pre-mRNA molecule and joins together exons to form a continuous coding sequence. This process is mediated by small nuclear ribonucleoproteins (snRNPs) and other splicing factors. Finally, polyadenylation adds a string of adenine nucleotides to the 3' end of the pre-mRNA molecule, which also helps protect it from degradation and plays a role in regulating its stability and translation efficiency. Once these steps are completed, the mature mRNA molecule can be exported from the nucleus to the cytoplasm where it can be translated into protein by ribosomes. | The transition from a precursor mRNA (pre-mRNA) to a mature mRNA involves several essential steps that occur during the process of RNA maturation. First, capping occurs at the 5' end of the pre-mRNA, where a 7-methylguanosine cap is added to protect the transcript from degradation and facilitate translation initiation. Second, splicing takes place, which involves the removal of introns (non-coding sequences) and ligation of exons (coding sequences) by the spliceosome, a complex composed of small nuclear ribonucleoproteins (snRNPs) and other proteins. Splice sites are recognized by specific consensus sequences at exon-intron boundaries, ensuring accurate splicing. Alternative splicing can also occur, generating multiple mature mRNAs with different coding potentials from a single pre-mRNA molecule. Finally, polyadenylation occurs at the 3' end of the transcript, where a poly(A) tail consisting of approximately 200 adenine nucleotides is added by poly(A) polymerase. This tail enhances mRNA stability and promotes nuclear export as well as translation efficiency. Once these modifications are complete, the mature mRNA is transported out of the nucleus through nuclear pores into the cytoplasm for translation into protein by ribosomes. | The transition from precursor mRNA (pre-mRNA) to mature mRNA involves several critical processing steps. Firstly, the 5'-end of the pre-mRNA undergoes capping, which helps protect the transcript from degradation and facilitates translation initiation. Next, RNA splicing occurs, where introns are removed and exons are joined together to generate a continuous coding sequence. This process can create diverse mature mRNA molecules from a limited number of genes through alternative splicing events that include or exclude specific introns and exons. Finally, the 3'-end of the pre-mRNA undergoes cleavage and polyadenylation, adding a poly(A) tail that enhances stability and promotes nuclear export. Once these processing steps are complete, the mature mRNA is transported from the nucleus to the cytoplasm for translation into proteins by ribosomes.",http://www.ncbi.nlm.nih.gov/pubmed/33923658 | http://www.ncbi.nlm.nih.gov/pubmed/25836925 | http://www.ncbi.nlm.nih.gov/pubmed/24617759 | http://www.ncbi.nlm.nih.gov/pubmed/35930970 | http://www.ncbi.nlm.nih.gov/pubmed/25487206 | http://www.ncbi.nlm.nih.gov/pubmed/19429779 | http://www.ncbi.nlm.nih.gov/pubmed/31132066 | http://www.ncbi.nlm.nih.gov/pubmed/21823231 | http://www.ncbi.nlm.nih.gov/pubmed/25761502 | http://www.ncbi.nlm.nih.gov/pubmed/27350684 | http://www.ncbi.nlm.nih.gov/pubmed/12091875 | http://www.ncbi.nlm.nih.gov/pubmed/6744418 | http://www.ncbi.nlm.nih.gov/pubmed/14576302 | http://www.ncbi.nlm.nih.gov/pubmed/34016162 | http://www.ncbi.nlm.nih.gov/pubmed/25081038 | http://www.ncbi.nlm.nih.gov/pubmed/17210931 | http://www.ncbi.nlm.nih.gov/pubmed/25110027 | http://www.ncbi.nlm.nih.gov/pubmed/27198613 | http://www.ncbi.nlm.nih.gov/pubmed/18630752 | http://www.ncbi.nlm.nih.gov/pubmed/31794245 | http://www.ncbi.nlm.nih.gov/pubmed/20044349 | http://www.ncbi.nlm.nih.gov/pubmed/28888105 | http://www.ncbi.nlm.nih.gov/pubmed/25929182 | http://www.ncbi.nlm.nih.gov/pubmed/18304944,24,20,"RNA splicing is a critical step in the maturation of precursor mRNA (pre-mRNA) by removing introns and exons. The combination of inclusion and exclusion of introns and exons in pre-mRNA can generate vast diversity in mature mRNA from a limited number of genes. | Transport of messenger RNA (mRNA) from the nucleus to the cytoplasm is an essential step of eukaryotic gene expression. In the cell nucleus, a precursor mRNA undergoes a series of processing steps, including capping at the 5' ends, splicing and cleavage/polyadenylation at the 3' ends."
6440420857b1c7a315000050,bioasq,What is Apretude used for?,Cabotegravir extended-release (ER) injectable suspension (Apretude™) is the first long-acting injectable option to be approved for HIV-1 pre-exposure prophylaxis (PrEP).,http://www.ncbi.nlm.nih.gov/pubmed/36255686,1,4,Cabotegravir Extended-Release Injectable Suspension: A Review in HIV-1 Pre-Exposure Prophylaxis. | Cabotegravir extended-release (ER) injectable suspension (Apretude™) is the first long-acting injectable option to be approved for HIV-1 pre-exposure prophylaxis (PrEP).
64463a5057b1c7a315000064,bioasq,What are the types of Spinal Muscular Atrophy?,"The types of Spinal Muscular Atrophy are: SMA type 1, SMA type 2, SMA type 3, SMA type 4, X-linked SMA and SMA with respiratory distress. | SMA with a clinical diagnosis of SMA types 1, 2, or 3  In phase 2/3 clinical trials, risdiplam significantly improved motor function in infants with SMA type 1 and in patients aged 2-25 years with SMA types 2 or 3. This study represents the largest cohort of patients with SMA type 4 and provides functional, genetic, radiological and neurophysiological features | There are four main types of spinal muscular atrophy (SMA): Type I - Werdnig-Hoffman Disease Type II - Intermediate SMA Type III - Kugelberg-Welander Disease Type IV - Adult Onset SMA | There are several different types of Spinal Muscular Atrophy (SMA), including Type I, II, III, IV, V, and VI. Each type has varying degrees of severity and onset age, but they all involve progressive degeneration of nerve cells responsible for controlling voluntary movement. | There are three main types of SPINAL MUSCULAR ATROPHY (SMA):      Type 1 - Childhood onset; results from loss of survival motor neuron protein (SMN1).  Type 2 - Infantile onset; results from copy number variation on chromosome 5q13.3 (CHD5/Survival of Neurons Conditional Mutation 5 Homolog / SnrK5) or 3p14.2 (ATR interacting coiled coil containing protein 1 / Atrina-coil-containing protein 1).  Type 3 - Adult Onset; there is no known gene associated with this form of the disorder. It has been suggested that environmental factors such as viral infections may trigger its development in adults who have previously been diagnosed with Type 1 or Type 2.[6] | Spinal muscular atrophy (SMA) can be categorized into three main types: SMA Type I, SMA Type II, and SMA Type III. These categories are determined based on the severity of symptoms and age of onset. | the types of spinal muscular atrophy are sma types 1, 2, 3, and 4. | Spinal Muscular Atrophy (SMA) is classified into four types: SMA type 1, SMA type 2, SMA type 3, and SMA type 4. SMA type 1 is typically diagnosed in infants, while SMA types 2 and 3 are typically diagnosed in children and adults aged 2-25 years. SMA type 4 is rare and is typically diagnosed in adulthood. | Spinal Muscular Atrophy types 1, 2, 3, and 4. | Spinal Muscular Atrophy (SMA) is classified into four types: SMA type 1, SMA type 2, SMA type 3, and SMA type 4. SMA type 1 is typically diagnosed in infants, SMA type 2 and 3 are typically diagnosed in children and adults, and SMA type 4 is a rare form of SMA that is typically diagnosed in adulthood. Mutations in the UBA1 gene can also cause X-linked Spinal Muscular Atrophy (XL-SMA). | There are four types of Spinal Muscular Atrophy, namely, SMA type 1, SMA type 2, SMA type 3, and SMA type 4. | There are four main types of Spinal Muscular Atrophy: Type 1, Type 2, Type 3, and Type 4. Each type is distinguished by the age of onset and severity of the disease. | The identification of the underlying gene defects for familial ALS, spinal muscular atrophy (SMA), and spinal muscular atrophy with respiratory distress (SMARD) has pointed to distinct pathophysiological mechanisms that are responsible for the various forms of the disease. | The types of Spinal Muscular Atrophy are type 1, type 2, type 3, and type 4. | There are four main types of Spinal Muscular Atrophy (SMA), which are SMA type 1, SMA type 2, SMA type 3, and SMA type 4. These types are classified based on the age of onset and the severity of the symptoms. | Spinal Muscular Atrophy (SMA) is a genetic disorder that affects the motor neurons in the spinal cord, leading to muscle weakness and atrophy. There are four main types of SMA, classified based on age of onset and severity of symptoms. Type 1 SMA, also known as Werdnig-Hoffmann disease, is the most severe form and typically presents within the first few months of life. Infants with type 1 SMA have difficulty breathing, swallowing, and moving their limbs. Type 2 SMA usually presents between 6-18 months of age and is characterized by delayed motor milestones and progressive muscle weakness. Children with type 2 SMA may be able to sit independently but are unable to walk without assistance. Type 3 SMA, also known as Kugelberg-Welander disease, typically presents after 18 months of age and is characterized by a milder course with slower progression of symptoms. Individuals with type 3 SMA may be able to walk independently for some time before experiencing significant mobility limitations. Finally, type 4 SMA is a rare adult-onset form that typically presents in the third or fourth decade of life with mild to moderate muscle weakness and atrophy. | Spinal Muscular Atrophy (SMA) is a genetic disorder that affects the motor neurons in the spinal cord, leading to muscle weakness and atrophy. SMA is classified into four types based on age of onset and severity of symptoms. Type 1 SMA is the most severe form, with onset in infancy and significant motor impairment. Type 2 SMA typically presents in early childhood and has moderate motor impairment. Type 3 SMA has onset in adolescence or adulthood and leads to mild to moderate motor impairment. Type 4 SMA is rare, with few isolated cases reported, and typically presents in adulthood with mild motor impairment. Recent clinical trials have shown promising results for treatment of SMA types 1-3 with risdiplam and nusinersen. The identification of underlying gene defects for familial ALS, spinal muscular atrophy (SMA), and spinal muscular atrophy with respiratory distress (SMARD) has pointed to distinct pathophysiological mechanisms that are responsible for the various forms of the disease. | Spinal Muscular Atrophy (SMA) is a group of genetic neuromuscular disorders characterized by progressive muscle weakness and atrophy. There are four main types of SMA, classified based on the age of onset and severity of symptoms: Type 1 (Werdnig-Hoffmann disease), Type 2 (Dubowitz disease), Type 3 (Kugelberg-Welander disease), and Type 4 (adult-onset SMA). Type 1 is the most severe form, with symptoms appearing in infancy and often leading to death within the first few years of life due to respiratory failure. Type 2 has an intermediate severity, with onset typically occurring in early childhood; affected individuals may have limited mobility but can live into adulthood with proper care. Type 3 presents during late childhood or adolescence and is characterized by milder symptoms, allowing for normal life expectancy; patients usually maintain ambulation but may experience progressive muscle weakness over time. Lastly, Type 4 is the mildest form, with adult-onset and slow progression; individuals with this type generally have a normal lifespan. All forms of SMA are caused by mutations in the SMN1 gene, which leads to reduced levels of Survival Motor Neuron (SMN) protein essential for motor neuron function. | Spinal Muscular Atrophy (SMA) is a group of genetic disorders characterized by progressive muscle weakness and atrophy. There are four main types of SMA, classified based on the age of onset and severity of symptoms: SMA type 1, also known as infantile-onset or Werdnig-Hoffmann disease, is the most severe form with onset within the first few months of life; SMA type 2 has an intermediate severity with onset usually between 6-18 months; SMA type 3, or Kugelberg-Welander disease, presents with milder symptoms and later onset during childhood or adolescence; and SMA type 4 is a rare adult-onset form. Additionally, there are other less common forms such as X-linked Spinal Muscular Atrophy (XL-SMA) caused by mutations in the UBA1 gene. Treatments like risdiplam and nusinersen have shown significant improvements in motor function for patients with SMA types 1, 2, and 3 in clinical trials.",http://www.ncbi.nlm.nih.gov/pubmed/35284988 | http://www.ncbi.nlm.nih.gov/pubmed/33090613 | http://www.ncbi.nlm.nih.gov/pubmed/35466947 | http://www.ncbi.nlm.nih.gov/pubmed/36335004 | http://www.ncbi.nlm.nih.gov/pubmed/34878390 | http://www.ncbi.nlm.nih.gov/pubmed/35996994 | http://www.ncbi.nlm.nih.gov/pubmed/14704958 | http://www.ncbi.nlm.nih.gov/pubmed/27890489 | http://www.ncbi.nlm.nih.gov/pubmed/26260993 | http://www.ncbi.nlm.nih.gov/pubmed/33357591 | http://www.ncbi.nlm.nih.gov/pubmed/1389561 | http://www.ncbi.nlm.nih.gov/pubmed/33357593 | http://www.ncbi.nlm.nih.gov/pubmed/35707597 | http://www.ncbi.nlm.nih.gov/pubmed/16865356,14,23,"SMA with a clinical diagnosis of SMA types 1, 2, or 3 | In phase 2/3 clinical trials, risdiplam significantly improved motor function in infants with SMA type 1 and in patients aged 2-25 years with SMA types 2 or 3."
63eef4f5f36125a42600000b,bioasq,What disease is treated with Ublituximab?,Ublituximab is being tested for multiple sclerosis.,http://www.ncbi.nlm.nih.gov/pubmed/35779372 | http://www.ncbi.nlm.nih.gov/pubmed/35570581 | http://www.ncbi.nlm.nih.gov/pubmed/36001711 | http://www.ncbi.nlm.nih.gov/pubmed/35869335 | http://www.ncbi.nlm.nih.gov/pubmed/35378683,5,8,Outcomes of Ublituximab compared to Teriflunomide for relapsing multiple sclerosis: A meta-analysis. | Ublituximab is an anti-CD20 antibody that immunomodulates B-cells for relapsing multiple sclerosis (MS).
640c842f201352f04a000025,bioasq,What is Palmar Erythema?,"Palmar Erythema also known as liver palms is redness  of the palms | Palmar erythema, also known as ""liver palms,"" is a condition characterized by redness or flushing of the skin on the palm of the hand. It has been observed in some individuals with rheumatoid arthritis, but its exact cause and significance are still unclear. | Palmar erythema is a redness on the palms of the hands caused by inflammation or injury to the skin. It can be associated with several conditions such as rheumatoid arthritis, infections, drug reactions, etc. | Palmar erythema refers to symmetrical, reddish discoloration on the palms of the hands, often accompanied by slight warmth but no scaling or thickening of the skin. It can be caused by various conditions including autoimmune diseases such as Graves' disease. | Palmar erythema is a skin condition characterized by redness of the palms of the hands. It is commonly seen in patients with rheumatoid arthritis and other internal diseases. | Palmar erythema is a skin condition characterized by redness of the palms of the hands. It is seen more commonly in patients with classical rheumatoid arthritis than in patients with other internal diseases. | Palmar erythema is a skin condition characterized by redness of the palms. | Palmar Erythema, also known as 'liver palms', is a reddening of the palms, usually on the thenar and hypothenar eminences. It can be associated with various conditions, including rheumatoid arthritis, liver diseases, and other internal disorders. | Palmar erythema, also known as redness of the palms, is a medical condition characterized by redness of the palms of the hands. | Palmar erythema, also known as 'liver palms,' is a reddening of the palms, usually linked to several conditions like rheumatoid arthritis and liver diseases. It is characterized by redness on the palms and may be caused due to increased blood flow to the area.",http://www.ncbi.nlm.nih.gov/pubmed/3830522 | http://www.ncbi.nlm.nih.gov/pubmed/22474732,2,3,"Palmar erythema (""liver palms"") was seen in 32/100 consecutive patients with classical rheumatoid arthritis and in 10/100 patients with various other internal diseases (p less than 0.001 | Palmar erythema commonly presents as symmetric, blanchable, slightly warm, nonscaling erythema, most frequently involving the thenar and hypothenar eminences of the palmar surface."
644efd5157b1c7a315000086,bioasq,Are epigenetic changes heritable?,"Epigenetics is defined as heritable changes in gene expression that are, unlike mutations, not attributable to alterations in the sequence of DNA. The predominant epigenetic mechanisms are DNA methylation, modifications to chromatin, loss of imprinting, and non-coding RNA. These epigenetic programs may account for a significant fraction of the ""missing heritability"" problem that is observed in genome-wide association studies.",http://www.ncbi.nlm.nih.gov/pubmed/21734376 | http://www.ncbi.nlm.nih.gov/pubmed/26216216 | http://www.ncbi.nlm.nih.gov/pubmed/32319122 | http://www.ncbi.nlm.nih.gov/pubmed/32868918 | http://www.ncbi.nlm.nih.gov/pubmed/27341739 | http://www.ncbi.nlm.nih.gov/pubmed/25778758 | http://www.ncbi.nlm.nih.gov/pubmed/31526982 | http://www.ncbi.nlm.nih.gov/pubmed/36057300 | http://www.ncbi.nlm.nih.gov/pubmed/32992597 | http://www.ncbi.nlm.nih.gov/pubmed/22125494 | http://www.ncbi.nlm.nih.gov/pubmed/20620207 | http://www.ncbi.nlm.nih.gov/pubmed/17413847 | http://www.ncbi.nlm.nih.gov/pubmed/19416939 | http://www.ncbi.nlm.nih.gov/pubmed/20399890 | http://www.ncbi.nlm.nih.gov/pubmed/23580343 | http://www.ncbi.nlm.nih.gov/pubmed/20599773 | http://www.ncbi.nlm.nih.gov/pubmed/33866814 | http://www.ncbi.nlm.nih.gov/pubmed/22567405 | http://www.ncbi.nlm.nih.gov/pubmed/22975443 | http://www.ncbi.nlm.nih.gov/pubmed/17413852 | http://www.ncbi.nlm.nih.gov/pubmed/18042143 | http://www.ncbi.nlm.nih.gov/pubmed/25191382 | http://www.ncbi.nlm.nih.gov/pubmed/20416204 | http://www.ncbi.nlm.nih.gov/pubmed/18331347 | http://www.ncbi.nlm.nih.gov/pubmed/34493403 | http://www.ncbi.nlm.nih.gov/pubmed/25104823 | http://www.ncbi.nlm.nih.gov/pubmed/30963999 | http://www.ncbi.nlm.nih.gov/pubmed/33767749 | http://www.ncbi.nlm.nih.gov/pubmed/27591071 | http://www.ncbi.nlm.nih.gov/pubmed/24678826 | http://www.ncbi.nlm.nih.gov/pubmed/31431820 | http://www.ncbi.nlm.nih.gov/pubmed/17684399 | http://www.ncbi.nlm.nih.gov/pubmed/22419988 | http://www.ncbi.nlm.nih.gov/pubmed/10479537 | http://www.ncbi.nlm.nih.gov/pubmed/20003072 | http://www.ncbi.nlm.nih.gov/pubmed/25421652 | http://www.ncbi.nlm.nih.gov/pubmed/35484099 | http://www.ncbi.nlm.nih.gov/pubmed/14652236 | http://www.ncbi.nlm.nih.gov/pubmed/30414795 | http://www.ncbi.nlm.nih.gov/pubmed/33809396 | http://www.ncbi.nlm.nih.gov/pubmed/27730435 | http://www.ncbi.nlm.nih.gov/pubmed/18550486 | http://www.ncbi.nlm.nih.gov/pubmed/18704881 | http://www.ncbi.nlm.nih.gov/pubmed/21941617 | http://www.ncbi.nlm.nih.gov/pubmed/30160987 | http://www.ncbi.nlm.nih.gov/pubmed/31301046 | http://www.ncbi.nlm.nih.gov/pubmed/32445090 | http://www.ncbi.nlm.nih.gov/pubmed/34070712 | http://www.ncbi.nlm.nih.gov/pubmed/34489118 | http://www.ncbi.nlm.nih.gov/pubmed/29732172,50,36,"Epigenetics is defined as heritable changes in gene expression that are, unlike mutations, not attributable to alterations in the sequence of DNA. The predominant epigenetic mechanisms are DNA methylation, modifications to chromatin, loss of imprinting and non-coding RNA. | Genome-wide association studies of complex physiological traits and diseases consistently found that associated genetic factors, such as allelic polymorphisms or DNA mutations, only explained a minority of the expected heritable fraction. This discrepancy is known as ""missing heritability"", and its underlying factors and molecular mechanisms are not established. Epigenetic programs may account for a significant fraction of the ""missing heritability."" Epigenetic modifications, such as DNA methylation and chromatin assembly states, reflect the high plasticity of the genome and contribute to stably alter gene expression without modifying genomic DNA sequences."
6414c1d0690f196b51000004,bioasq,What is the treatment for trichotillomania?,"Trichotillomania requires a comprehensive treatment plan and interdisciplinary approach. Behavioral therapy has been used with success in the treatment of trichotillomania, but not all patients are willing or able to comply with this treatment strategy. Pharmacotherapy can be necessary, especially in adolescents and adult patients. Options include tricyclic antidepressants, selective serotonin reuptake inhibitors, and glutamate-modulating agents. Glutamate-modulating agents such as N-acetylcysteine are a good first-line option due to significant benefits and low risk of side effects.",http://www.ncbi.nlm.nih.gov/pubmed/35118122,1,2,"Trichotillomania requires a comprehensive treatment plan and interdisciplinary approach. | Behavioral therapy has been used with success in the treatment of trichotillomania, but not all patients are willing or able to comply with this treatment strategy. Pharmacotherapy can be necessary, especially in adolescents and adult patients. Options include tricyclic antidepressants, selective serotonin reuptake inhibitors, and glutamate-modulating agents. Glutamate-modulating agents such as N-acetylcysteine are a good first-line option due to significant benefits and low risk of side effects."
64468b0757b1c7a315000070,bioasq,What is the cause of Oculopharyngeal Muscular Dystrophy (OPMD)?,"Oculopharyngeal Muscular Dystrophy (OPMD) is caused by the abnormal expansion of the alanine-encoding (GCN)n trinucleotide repeat in the exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene (PABPN1). | Oculopharyngeal muscular dystrophy (OPMD) is a late-onset intractable myopathy, characterized by slowly progressive ptosis, dysphagia, and proximal limb weakness. It is caused by the abnormal expansion of the alanine-encoding (GCN)n trinucleotide repeat in the exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene (11-18 repeats in OPMD instead of the normal 10 repeats). | The most common cause of Oculopharyngeal Muscular Dystrophy (OPMD) is an expansion of a GCG/GCA trinucleotide repeat in the PABPN1 gene. However, some cases may be caused by a single nucleotide point mutation, such as the PABPN1 c.35G > C mutation described in the report. | The most common cause of Oculopharyngeal Muscular Dystrophy (OPMD) is an expansion of a GCG/GCA trinucleotide repeat in the PABPN1 gene. However, some cases may also be caused by a single nucleotide point mutation, such as the PABPN1 c.35G > C mutation described in the report. | oculopharyngeal muscular dystrophy (opmd) is caused by the abnormal expansion of the alanine-encoding (gcn)n trinucleotide repeat in the exon 1 of the polyadenosine (poly[a]) binding protein nuclear 1 gene, resulting in slowly progressive ptosis, dysphagia, and proximal limb weakness. | Oculopharyngeal muscular dystrophy (OPMD) is a late-onset intractable myopathy, characterized by slowly progressive ptosis, dysphagia, and proximal limb weakness. It is caused by the abnormal expansion of the alanine-encoding (GCN) n trinucleotide repeat in the exon 1 of the polyadenosine (poly [A]) binding protein nuclear 1 gene (11-18 repeats in OPMD instead of the normal 10 repeats). | PABPN1 gene is the cause of Oculopharyngeal Muscular Dystrophy (OPMD). A common cause of OPMD is the short expansion of a GCG or GCA trinucleotide repeat in PABPN1 geneOculopharyngeal muscular dystrophy (OPMD) is a late-onset intractable myopathy, characterized by slowly progressive ptosis, dysphagia, and proximal limb weakness. It is caused by the abnormal expansion of the alanine-encoding (GCN)n trinucleotide repeat in the exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene (11-18 repeats in OPMD instead of the normal 10 repeats). | The cause of Oculopharyngeal Muscular Dystrophy (OPMD) is an abnormal expansion of the alanine-encoding (GCN)n trinucleotide repeat in the exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene (11-18 repeats in OPMD instead of the normal 10 repeats). | Oculopharyngeal muscular dystrophy (OPMD) is caused by the abnormal expansion of the alanine-encoding (GCN)n trinucleotide repeat in the exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene (11-18 repeats in OPMD instead of the normal 10 repeats). | The cause of Oculopharyngeal Muscular Dystrophy (OPMD) is the abnormal expansion of the alanine-encoding (GCN) trinucleotide repeat in the exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene (11-18 repeats in OPMD instead of the normal 10 repeats). A common cause of OPMD is the short expansion of a GCG or GCA trinucleotide repeat in PABPN1 gene. | OPMD is caused by the abnormal expansion of a trinucleotide repeat in a specific gene. | The cause of Oculopharyngeal Muscular Dystrophy (OPMD) is the short expansion of a GCG or GCA trinucleotide repeat in the PABPN1 gene. | Oculopharyngeal Muscular Dystrophy (OPMD) is caused by an expansion in the GCN nucleotide repeat in a specific gene. | Oculopharyngeal Muscular Dystrophy (OPMD) is caused by an abnormal expansion of a trinucleotide repeat in the poly(A) binding protein nuclear 1 (PABPN1) gene. | Oculopharyngeal muscular dystrophy (OPMD) is a rare genetic disorder that affects the muscles of the eyes, throat, and limbs. It is caused by mutations in the PABPN1 gene, which provides instructions for making a protein called poly(A)-binding protein nuclear 1. This protein plays an important role in processing messenger RNA molecules, which are essential for producing proteins. The mutated PABPN1 gene leads to the production of an abnormal form of the poly(A)-binding protein nuclear 1 protein that accumulates in muscle cells and causes damage over time. The exact mechanism by which this occurs is not fully understood, but it is thought to involve disruptions in normal cellular processes such as protein folding and degradation. OPMD typically develops in adulthood and can lead to progressive weakness and wasting of the affected muscles, including those involved in swallowing and speaking. There is currently no cure for OPMD, but treatments are available to manage symptoms and improve quality of life. | Oculopharyngeal muscular dystrophy (OPMD) is a rare genetic disorder that affects muscle function, causing slowly progressive ptosis, dysphagia, and proximal limb weakness. The disease is caused by the abnormal expansion of the alanine-encoding (GCN)n trinucleotide repeat in the exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene. This leads to an accumulation of toxic intranuclear aggregates in affected cells, which ultimately results in muscle degeneration and weakness. A common cause of OPMD is the short expansion of a GCG or GCA trinucleotide repeat in PABPN1 gene. While there is currently no cure for OPMD, several treatments are available to manage symptoms and improve quality of life for affected individuals. These include physical therapy, speech therapy, and surgical interventions such as eyelid surgery or feeding tube placement. | Oculopharyngeal Muscular Dystrophy (OPMD) is a rare genetic disorder characterized by progressive muscle weakness, particularly affecting the muscles of the eyelids and throat. The primary cause of OPMD is a mutation in the PABPN1 gene, which encodes for polyadenylate-binding protein nuclear 1. This protein plays a crucial role in mRNA processing and stability. The mutation involves an abnormal expansion of a trinucleotide repeat sequence (GCN) within the PABPN1 gene, leading to an elongated polyalanine tract in the protein. This expanded polyalanine tract causes misfolding and aggregation of PABPN1, resulting in intranuclear inclusion bodies that impair normal cellular function and ultimately lead to muscle cell degeneration. OPMD follows an autosomal dominant inheritance pattern, meaning that only one copy of the mutated gene from either parent is sufficient to cause the disease. However, symptoms typically manifest later in life, with onset usually occurring between 40-60 years of age. | Oculopharyngeal muscular dystrophy (OPMD) is a late-onset intractable myopathy characterized by slowly progressive ptosis, dysphagia, and proximal limb weakness. The primary cause of OPMD is the abnormal expansion of the alanine-encoding (GCN)n trinucleotide repeat in exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene (PABPN1). In individuals with OPMD, this trinucleotide repeat expands to 11-18 repeats instead of the normal 10 repeats. This expansion commonly occurs through short expansions of GCG or GCA trinucleotide repeats within the PABPN1 gene.",http://www.ncbi.nlm.nih.gov/pubmed/33805441 | http://www.ncbi.nlm.nih.gov/pubmed/34225694,2,2,"Oculopharyngeal muscular dystrophy (OPMD) is a late-onset intractable myopathy, characterized by slowly progressive ptosis, dysphagia, and proximal limb weakness. It is caused by the abnormal expansion of the alanine-encoding (GCN)n trinucleotide repeat in the exon 1 of the polyadenosine (poly[A]) binding protein nuclear 1 gene (11-18 repeats in OPMD instead of the normal 10 repeats). | A common cause of OPMD is the short expansion of a GCG or GCA trinucleotide repeat in PABPN1 gene."
63f0494cf36125a426000028,bioasq,Which viral disease can be treated with EDP-938?,Respiratory Syncytial Virus can be treated with EDP-938.,http://www.ncbi.nlm.nih.gov/pubmed/35172056 | http://www.ncbi.nlm.nih.gov/pubmed/36401806 | http://www.ncbi.nlm.nih.gov/pubmed/33720995,3,6,"EDP-938, a Respiratory Syncytial Virus Inhibitor, in a Human Virus Challenge. | EDP-938, a nonfusion replication inhibitor of RSV, acts by modulating the viral nucleoprotein."
640ddbe9201352f04a000027,bioasq,What is the generic name for Imfinzi?,Durvalumab (Imfinzi) is used to treat locally advanced or metastatic cancer. | the generic name for imfinzi is durvalumab. | The generic name for Imfinzi is durvalumab. | durvalumab (Imfinzi®),http://www.ncbi.nlm.nih.gov/pubmed/28643244 | http://www.ncbi.nlm.nih.gov/pubmed/29571563 | http://www.ncbi.nlm.nih.gov/pubmed/30917623 | http://www.ncbi.nlm.nih.gov/pubmed/34731446 | http://www.ncbi.nlm.nih.gov/pubmed/32727810,5,8,"durvalumab (Imfinzi™; AstraZeneca) is a fully human monoclonal antibody that blocks programmed cell death ligand-1 binding to its receptors (PD-1 and CD80), | durvalumab (IMFINZI®, Astra-Zeneca"
