topic,url,text,source
Multiple Sclerosis,https://medlineplus.gov/multiplesclerosis.html,"Multiple sclerosis (MS) is a nervous system disease that affects your brain and spinal cord.  It damages the myelin sheath, the material that surrounds and protects your nerve cells. This damage slows down or blocks messages between your brain and your body, leading to the symptoms of MS. They can include: Visual disturbances Muscle weakness Trouble with coordination and balance Sensations such as numbness, prickling, or ""pins and needles"" Thinking and memory problems No one knows what causes MS. It may be an autoimmune disease, which happens when your immune system attacks healthy cells in your body by mistake. Multiple sclerosis affects women more than men. It often begins between the ages of 20 and 40.  Usually, the disease is mild, but some people lose the ability to write, speak, or walk. There is no specific test for MS.  Doctors use a medical history, physical exam, neurological exam, MRI, and other tests to diagnose it. There is no cure for MS, but medicines may slow it down and help control symptoms. Physical and occupational therapy may also help. NIH: National Institute of Neurological Disorders and Stroke",MedlinePlus
Mumps,https://medlineplus.gov/mumps.html,"Mumps is an illness caused by the mumps virus. It starts with: Fever Headache Muscle aches Tiredness Loss of appetite After that, the salivary glands under the ears or jaw become swollen and tender. The swelling can be on one or both sides of the face.  Symptoms last 7 to 10 days. Serious complications are rare. You can catch mumps by being with another person who has it.  There is no treatment for mumps, but the measles-mumps-rubella (MMR) vaccine can prevent it. Before the routine vaccination program in the United States, mumps was a common illness in infants, children and young adults. Now it is a rare disease in the U.S. Centers for Disease Control and Prevention",MedlinePlus
Muscle Cramps,https://medlineplus.gov/musclecramps.html,"What are muscle cramps? Muscle cramps are sudden, involuntary contractions or spasms in one or more of your muscles. They are very common and often occur after exercise. Some people get muscle cramps, especially leg cramps, at night. They can be painful, and they may last a few seconds to several minutes. You can have a cramp in any muscle, but they happen most often in the: Thighs Feet Hands Arms Abdomen Area along your ribcage What causes muscle cramps? Causes of muscle cramps include: Straining or overusing a muscle. This is the most common cause. Compression of your nerves, from problems such as a spinal cord injury or a pinched nerve in the neck or back Dehydration Low levels of electrolytes such as magnesium, potassium , or calcium Not enough blood getting to your muscles Pregnancy Certain medicines Getting dialysis Sometimes the cause of muscle cramps is unknown. Who is at risk for muscle cramps? Anyone can get muscle cramps, but they are more common in some people: Older adults People who are overweight Athletes Pregnant women People with certain medical conditions, such as thyroid and nerve disorders When do I need to see a health care provider for muscle cramps? Muscle cramps are usually harmless, and they go away after a few minutes. But you should contact your health care provider if the cramps: Are severe Happen frequently Don't get better with stretching and drinking enough fluids Last a long time Are accompanied by swelling, redness, or a feeling of warmth Are accompanied by muscle weakness What are the treatments for muscle cramps? You usually don't need treatment for muscle cramps. You may be able to find some relief from cramps by: Stretching or gently massaging the muscle Applying heat when the muscle is tight and ice when the muscle is sore Getting more fluids if you are dehydrated If another medical problem is causing the cramps, treating that problem will likely help. There are medicines that providers sometimes prescribe to prevent cramps, but they are not always effective and may cause side effects. Talk to your provider about the risks and benefits of medicines. Can muscle cramps be prevented? To prevent muscle cramps, you can: Stretch your muscles, especially before exercising. If you often get leg cramps at night, stretch your leg muscles before bed. Drink plenty of liquids. If you do intense exercise or exercise in the heat, sports drinks can help you replace electrolytes.",MedlinePlus
Muscle Disorders,https://medlineplus.gov/muscledisorders.html,"Your muscles help you move and help your body work. Different types of muscles have different jobs. There are many problems that can affect muscles. Muscle disorders can cause weakness, pain or even paralysis. Causes of muscle disorders include: Injury or overuse, such as sprains or strains , cramps or tendinitis A genetic disorder, such as muscular dystrophy Some cancers Inflammation, such as myositis Diseases of nerves that affect muscles Infections Certain medicines Sometimes the cause of muscle disorders is unknown.",MedlinePlus
Muscular Dystrophy,https://medlineplus.gov/musculardystrophy.html,"What is muscular dystrophy (MD)? Muscular dystrophy (MD) is a group of more than 30 genetic diseases . They cause weakness of the muscles. Over time, the weakness gets worse and can cause trouble walking and doing daily activities. Some types of MD can also affect other organs. What are the types of muscular dystrophy (MD)? There are many different types of MD. Some of the more common types include: Duchenne muscular dystrophy, which is the most common childhood form. It is severe and affects boys more often than girls. The symptoms usually start between ages 3 and 6. Becker muscular dystrophy, which is similar to Duchenne but is less severe and gets worse more slowly. It often starts in the teenage years. Congenital muscular dystrophies, which are present at birth or before age 2. They can be mild or severe. Facioscapulohumeral muscular dystrophy, which often starts in the teenage years. At first, it affects the muscles of the face, shoulders, and upper arms. Each of the types of MD can be different in many ways, such as: Who is more likely to get them Which muscles they affect When they appear, such as in infancy, childhood, middle age, or later What the symptoms are How serious the symptoms are How quickly they get worse Whether they run in families Whether they affect other organs Even within the same type of MD, people can have different symptoms. What causes muscular dystrophy (MD)? MD is genetic, meaning that it caused by a change in one or more genes. Gene changes are also called gene variants or mutations. The gene changes in MD affect proteins that strengthen and protect muscles. There are different gene changes that cause each type of MD. And sometimes people who have the same type of MD can  have different gene changes. Muscular dystrophy can run in families, or you can be the first in your family to have a muscular dystrophy. How is muscular dystrophy (MD) diagnosed? To find out if you or your child has MD, your health care provider may use: A medical and family history A physical exam Blood and urine tests, including genetic tests and tests for certain enzymes that may be released by damaged muscles Muscle biopsies Electromyography and nerve conduction studies to find out if muscles are responding the right way to nerve signals Heart testing , such as an electrocardiogram (EKG), since some types of MD can cause heart problems Exercise tests to measure muscle strength and breathing and detect any increased rates of certain chemicals following exercise Imaging tests such as an MRI to look at muscle quality and bulk and measure fatty replacement of muscle tissue What are the treatments for muscular dystrophy (MD)? There is no cure for muscular dystrophy. Treatment can help with the symptoms and prevent complications. It usually includes a combination of therapies, such as: Physical therapy to help keep muscles flexible and strong Occupational therapy to relearn lost motor skills and learn ways to work around weakened muscles Respiratory care, such as breathing exercises, oxygen therapy , and ventilators Speech therapy to help with speech and swallowing problems Assistive devices , such as wheelchairs, splints and braces, and walkers Medicines to help delay damage to muscles or minimize the symptoms of MD Surgery to treat some of the conditions associated with MD, such as heart problems, scoliosis , and cataracts NIH: National Institute of Neurological Disorders and Stroke",MedlinePlus
Myalgic Encephalomyelitis/Chronic Fatigue Syndrome,https://medlineplus.gov/myalgicencephalomyelitischronicfatiguesyndrome.html,"What is myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)? Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is a serious, long-term illness that affects many body systems. Another name for it is chronic fatigue syndrome (CFS). ME/CFS can often make you unable to do your usual activities. Sometimes you may not even be able to get out of bed. What causes myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)? Researchers don't yet know what causes ME/CFS. There may be more than one potential cause. It is also possible that two or more triggers might work together to cause the illness. Researchers are studying many possible causes, including: Infections Immune system changes Physical or emotional stress Changes in the way cells in the body get their energy Genetics; the illness can sometimes run in families Who is more likely to develop myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)? Anyone can get ME/CFS, but it is most common in people between 40 and 60 years old. Adult women are more likely to develop it than adult men. What are the symptoms of myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)? The primary, or core, symptoms of ME/CFS are: Not being able to do activities that you used to do before the illness, along with severe fatigue. The fatigue must last six months or longer, and it is not improved by rest. Post-exertional malaise (PEM), which means that your symptoms get worse after any physical or mental activity. Sleep problems . Along with the primary symptoms, to be diagnosed with ME/CFS, you need to have one or both of these symptoms: Problems with thinking and memory . Worsening of symptoms while standing or sitting upright. This is called orthostatic intolerance. It can cause you to feel lightheaded, dizzy , weak, or faint while standing or sitting up. Some of the other symptoms that ME/CFS can cause include: Pain , including muscle pain, joint pain, and headaches Sore throat Tender lymph nodes (glands) in the neck or armpits Digestive issues, like irritable bowel syndrome Chills and night sweats Allergies and sensitivities to foods, odors, chemicals, light, or noise ME/CFS can be unpredictable. Your symptoms may come and go. They may change over time; sometimes they might get better, and other times they may get worse. How is myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) diagnosed? ME/CFS can be difficult to diagnose. There is no specific test for ME/CFS, and other illnesses can cause similar symptoms. Your health care provider has to rule out other diseases before making a diagnosis of ME/CFS. Your provider will do a thorough medical exam, which will include: Asking about your medical history and your family's medical history. Asking about your current illness, including your symptoms.  Some questions they may ask could include how often you have symptoms, how bad they are, how long they have lasted, and how they affect your life. Thorough physical and mental status exams. Blood, urine, or other tests to check for other illnesses which could be causing your symptoms. Your provider may also ask you to see a specialist to check for other conditions which can cause similar symptoms. What are the treatments for myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)? There is no cure or approved treatment for ME/CFS, but you may be able to treat or manage some of your symptoms. You, your family, and your provider should work together to decide on a plan. You should figure out which symptom causes you the most problems and try to treat that first. For example, if sleep problems affect you the most, you might first try using good sleep habits . If those do not help, you may need to take medicines or see a sleep specialist. Strategies such as learning new ways to manage activity can also be helpful. You need to make sure that you do not ""push and crash."" This can happen when you feel better, do too much, and then get worse again. When you have ME/CFS, it can be hard to help develop a treatment plan. It can also be difficult to  try to take care of yourself.  So it's important that you have support from family members and friends. There are also various resources and strategies that might be helpful to you, such as: Getting counseling to help you cope with the illness and its impact on your life. Eating a healthy diet. Nutritional supplements, if your provider suggests them. Complementary therapies such as meditation, gentle massage, or relaxation therapy. Make sure to talk to your provider before you try any new treatments. Some treatments that are promoted as cures for ME/CFS are unproven, often costly, and could be dangerous. Centers for Disease Control and Prevention",MedlinePlus
Myasthenia Gravis,https://medlineplus.gov/myastheniagravis.html,"What is myasthenia gravis? Myasthenia gravis, sometimes called MG, is a chronic (long-lasting) disease that causes weakness in your voluntary muscles. The voluntary muscles are the ones that you can control. They include the muscles you use for: Eye and eyelid movement Facial expressions Chewing Talking Swallowing Breathing Moving your arms and legs You can also have weakness in other muscles. This weakness gets worse with activity, and better with rest. Myasthenia gravis is a type of autoimmune disease. In autoimmune diseases , your immune system attacks the healthy cells of your organs and tissues by mistake. What causes myasthenia gravis? Myasthenia gravis is caused by an error in how nerve signals are sent to muscles. These signals get blocked at the nerve-muscle junction. This junction is the place where the nerve endings connect with the muscles they control. Normally, this is how the signals work: The signals travel down a nerve that controls movement in the muscle The nerve endings release a substance called acetylcholine Acetylcholine binds to the muscle tissue at the nerve-muscle junction This causes the muscle to contract (move) But in someone with myasthenia gravis, the body's own immune system makes antibodies that block the binding of acetylcholine to the muscle. This makes the muscles weaker. The thymus gland, which is part of your immune system, may play a role in myasthenia gravis. Normally, your thymus gland is active and growing when you are a child. It makes white blood cells to fight infections. At puberty, it starts getting smaller and is replaced by fat. It is usually small by the time you are an adult. But in many adults with myasthenia gravis, the thymus gland stays large. And some people with myasthenia gravis can get thymomas, which are tumors of the thymus. The are usually benign (not cancer), but they can sometimes become cancerous . Who is more likely to develop myasthenia gravis? Although myasthenia gravis can affect people of any age, it is most common in young adult women (under age 40) and older men (over age 60). It is usually not inherited (passed down in families). Myasthenia gravis normally does not affect infants. But if you are pregnant and have myasthenia gravis it's possible to pass the antibodies to your fetus. The baby can then be born with neonatal myasthenia. This condition is usually temporary, and the symptoms typically go away within two to three months after birth. What are the symptoms of myasthenia gravis? The symptoms of myasthenia gravis will depend on which muscles are affected. The symptoms often include: Weakness of the eye muscles Drooping of one or both eyelids Blurred or double vision Changes in facial expressions Trouble swallowing Shortness of breath Speech problems Weakness in the arms, hands, fingers, legs, and neck Different people have different levels of muscle weakness. And the weakness can vary from day to day. Some days it might be mild, and other days it might be worse. Physical activity often makes the muscle weakness worse. Some people with myasthenia gravis can get severe weakness that  affects the muscles that control breathing. This is called a myasthenic crisis, and it is a life-threatening emergency. How is myasthenia gravis diagnosed? There are many other conditions that can cause muscle weakness, so myasthenia gravis can be hard to diagnose. To find out if you have myasthenia gravis, your health care provider: Will ask about your medical history and symptoms Will do a physical exam, including a neurological exam Will likely order tests for myasthenia gravis , including: Blood tests Imaging tests Electromyography (EMG) and nerve conduction studies What are the treatments for myasthenia gravis? There is no cure for myasthenia gravis, but treatments that can improve muscle weakness and help with symptoms. They include: Anticholinesterase medicines, which can improve nerve-to-muscle messages and make muscles stronger. Immunosuppressive medicines, which are medicines that decrease your body's immune system responses. They can lower your body's production of abnormal antibodies. Monoclonal antibodies, which can also help decrease your body's immune system responses. Plasmapheresis (plasma exchange) and intravenous immunoglobulin, which are procedures to remove abnormal antibodies from your blood. They are usually used in severe cases. They can help with symptoms for a few weeks or months. Thymectomy, surgery to remove the thymus gland. It can reduce the symptoms of myasthenia gravis, possibly by rebalancing the immune system. Lifestyle changes may be helpful for some people. The changes could include regular gentle exercise, getting enough rest, and eating healthy foods. Some people with myasthenia gravis go into remission. This means that they do not have symptoms. The remission is usually temporary, but sometimes it can be permanent. NIH: National Institute of Neurological Disorders and Stroke",MedlinePlus
Mycobacterial Infections,https://medlineplus.gov/mycobacterialinfections.html,"Mycobacteria are a type of germ. There are many different kinds. The most common one causes tuberculosis . Another one causes leprosy. Still others cause infections that are called atypical mycobacterial infections.  They aren't ""typical"" because they don't cause tuberculosis. But they can still harm people, especially people with other problems that affect their immunity, such as AIDS. Sometimes you can have these infections with no symptoms at all. At other times, they can cause lung symptoms similar to tuberculosis: Cough Weight loss Coughing up blood or mucus Weakness or fatigue Fever and chills Night sweats Lack of appetite and weight loss Medicines can treat these infections, but often more than one is needed to cure the infection.",MedlinePlus
Myelodysplastic Syndromes,https://medlineplus.gov/myelodysplasticsyndromes.html,"Your bone marrow is the spongy tissue inside some of your bones, such as your hip and thigh bones. It contains immature cells, called stem cells. The stem cells can develop into the red blood cells that carry oxygen through your body, the white blood cells that fight infections, and the platelets that help with blood clotting. If you have a myelodysplastic syndrome, the stem cells do not mature into healthy blood cells. Many of them die in the bone marrow.  This means that you do not have enough healthy cells, which can lead to infection, anemia , or easy bleeding. Myelodysplastic syndromes often do not cause early symptoms and are sometimes found during a routine blood test.  If you have symptoms, they may include: Shortness of breath Weakness or feeling tired Skin that is paler than usual Easy bruising or bleeding Pinpoint spots under the skin caused by bleeding Fever or frequent infections Myelodysplastic syndromes are rare. People at higher risk are over 60, have had chemotherapy or radiation therapy, or have been exposed to certain chemicals.  Treatment options include transfusions, drug therapy, chemotherapy, and blood or bone marrow stem cell transplants. NIH: National Cancer Institute",MedlinePlus
Myositis,https://medlineplus.gov/myositis.html,"Myositis means inflammation of the muscles that you use to move your body. An injury, infection, or autoimmune disease can cause it. Two specific kinds are polymyositis and dermatomyositis. Polymyositis causes muscle weakness, usually in the muscles closest to the trunk of your body. Dermatomyositis causes muscle weakness, plus a skin rash. Other symptoms of myositis may include: Fatigue after walking or standing Tripping or falling Trouble swallowing or breathing Doctors may use a physical exam, lab tests, imaging tests and a muscle biopsy to diagnose myositis. There is no cure for these diseases, but you can treat the symptoms. Polymyositis and dermatomyositis are first treated with high doses of a corticosteroid . Other options include medications, physical therapy, exercise, heat therapy, assistive devices, and rest. NIH: National Institute of Neurological Disorders and Stroke",MedlinePlus
Nail Diseases,https://medlineplus.gov/naildiseases.html,"Your toenails and fingernails protect the tissues of your toes and fingers. They are made up of layers of a hardened protein called keratin, which is also in your hair and skin. The health of your nails can be a clue to your overall health. Healthy nails are usually smooth and consistent in color. Specific types of nail discoloration and changes in growth rate can be signs of lung, heart, kidney, and liver diseases, as well as diabetes and anemia. White spots and vertical ridges are harmless. Nail problems that sometimes require treatment include: Bacterial and fungal infections Ingrown nails Tumors Warts Keeping your nails clean, dry, and trimmed can help you avoid some problems. Do not remove the cuticle, which can cause infection.",MedlinePlus
Nasal Cancer,https://medlineplus.gov/nasalcancer.html,"Your paranasal sinuses are small hollow spaces around the nose. They are lined with cells that make mucus, which keeps your nose from drying out. The nasal cavity is the passageway just behind your nose. Air passes through it on the way to your throat as you breathe. Cancer of the nasal cavity and paranasal sinuses is rare.  You are at greater risk if you are: Male and over 40 years old Exposed to certain workplace chemicals Infected with HPV A smoker There may be no symptoms at first, and later symptoms can be like those of infections. Doctors diagnose nasal cancer with imaging tests, lighted tube-like instruments that look inside the nose, and biopsies. Treatment options include surgery, radiation, and chemotherapy. NIH: National Cancer Institute",MedlinePlus
Nausea and Vomiting,https://medlineplus.gov/nauseaandvomiting.html,"What are nausea and vomiting? Nausea is when you feel sick to your stomach, as if you are going to throw up. Vomiting is when you throw up. What causes nausea and vomiting? Nausea and vomiting can be symptoms of many different conditions, including: Morning sickness during pregnancy Gastroenteritis (infection of your intestines) and other infections Migraines Motion sickness Food poisoning Medicines, including those for cancer chemotherapy GERD (reflux) and ulcers Intestinal obstruction When do I need to see a health care provider for nausea and vomiting? Nausea and vomiting are common. They are usually not serious. However, you should contact your health care provider immediately if you have: A reason to think that your vomiting is from poisoning Vomited for longer than 24 hours Blood in the vomit Severe abdominal pain Severe headache and stiff neck Signs of dehydration , such as dry mouth, infrequent urination or dark urine How is the cause of nausea and vomiting diagnosed? Your health care provider will take your medical history, ask about your symptoms and do a physical exam. The provider will look for signs of dehydration. You may have some tests, including blood and urine tests. Women may also have a pregnancy test. What are the treatments for nausea and vomiting? Treatments for nausea and vomiting depend on the cause. You may get treatment for the underlying problem. There are some medicines that can treatment nausea and vomiting. For severe cases of vomiting, you may need extra fluids through an IV (intravenous). There are things that you can do to feel better: Get enough fluids, to avoid dehydration. If you are having trouble keeping liquids down, drink small amounts of clear liquids often. Eat bland foods; stay away from spicy, fatty, or salty foods Eat smaller meals more often Avoid strong smells, since they can sometimes trigger nausea and vomiting If you are pregnant and have morning sickness, eat crackers before you get out of bed in the morning",MedlinePlus
Neck Injuries and Disorders,https://medlineplus.gov/neckinjuriesanddisorders.html,"Any part of your neck - muscles, bones, joints, tendons, ligaments, or nerves - can cause neck problems. Neck pain is very common. Pain may also come from your shoulder, jaw, head, or upper arms. Muscle strain or tension often causes neck pain. The problem is usually overuse, such as from sitting at a computer for too long.  Sometimes you can strain your neck muscles from sleeping in an awkward position or overdoing it during exercise. Falls or accidents, including car accidents, are another common cause of neck pain.  Whiplash, a soft tissue injury to the neck, is also called neck sprain or strain. Treatment depends on the cause, but may include applying ice, taking pain relievers, getting physical therapy or wearing a cervical collar. You rarely need surgery.",MedlinePlus
Neural Tube Defects,https://medlineplus.gov/neuraltubedefects.html,"Neural tube defects are birth defects of the brain, spine, or spinal cord. They happen in the first month of pregnancy, often before a woman even knows that she is pregnant. The two most common neural tube defects are spina bifida and anencephaly. In spina bifida, the fetal spinal column doesn't close completely. There is usually nerve damage that causes at least some paralysis of the legs. In anencephaly, most of the brain and skull do not develop. Babies with anencephaly are usually either stillborn or die shortly after birth. Another type of defect, Chiari malformation , causes the brain tissue to extend into the spinal canal. The exact causes of neural tube defects aren't known. You're at greater risk of having an infant with a neural tube defect if you: Have obesity Have poorly controlled diabetes Take certain antiseizure medicines Getting enough folic acid , a type of B vitamin, before and during pregnancy prevents most neural tube defects. Neural tube defects are usually diagnosed before the infant is born, through lab or imaging tests. There is no cure for neural tube defects. The nerve damage and loss of function that are present at birth are usually permanent. However, a variety of treatments can sometimes prevent further damage and help with complications. NIH: National Institute of Child Health and Human Development",MedlinePlus
Neuroblastoma,https://medlineplus.gov/neuroblastoma.html,"What is neuroblastoma? Neuroblastoma is a type of cancer that forms in nerve cells called neuroblasts. Neuroblasts are immature nerve tissue. They normally turn into working nerve cells. But in neuroblastoma, they form a tumor. Neuroblastoma usually begins in the adrenal glands . You have two adrenal glands, one on top of each kidney. The adrenal glands make important hormones that help control heart rate, blood pressure, blood glucose (blood sugar), and the way the body reacts to stress. Neuroblastoma may also begin in the neck, chest or spinal cord. What causes neuroblastoma? Neuroblastoma is caused by changes in your genes . Gene changes also called gene variants or mutations. In most cases, the cause of the mutation is unknown. In some other cases, the mutation is passed from the parent to the child. What are the symptoms of neuroblastoma? Neuroblastoma often begins in early childhood . Sometimes it begins before a child is born.The most common symptoms are caused by the tumor pressing on nearby tissues as it grows or by cancer spreading to the bone.They include: A lump in the abdomen, neck, or chest Bulging eyes Dark circles around the eyes Bone pain Swollen stomach and trouble breathing in babies Painless, bluish lumps under the skin in babies Weakness or paralysis (loss of ability to move a body part) How is neuroblastoma diagnosed? To diagnose neuroblastoma, your child's health care provider will do various tests and procedures, which may include: A medical history. A neurological exam . Imaging test s, such as x-rays , a CT scan , an ultrasound , an MRI , or an MIBG scan. In an MIBG scan, a small amount of a radioactive substance is injected into a vein. It travels through the bloodstream and attaches itself to any neuroblastoma cells. A scanner detects the cells. Blood and urine tests. Biopsy , in which a sample of tissue is removed and examined under a microscope. Bone marrow aspiration and biopsy, in which bone marrow, blood, and a small piece of bone are removed for testing. What are the treatments for neuroblastoma? The treatments for neuroblastoma include: Observation, also called watchful waiting, is where the health care provider does not give any treatments until your child's signs or symptoms appear or change. Surgery Radiation therapy . Chemotherapy . High-dose chemotherapy and radiation therapy with stem cell rescue. Your child will get high doses of chemotherapy and radiation. This kills the cancer cells, but it also kills healthy cells. So your child will get a stem cell transplant , usually of his or her own cells collected earlier. This helps to replace the healthy cells that were lost. Iodine 131-MIBG therapy, a treatment with radioactive iodine. The radioactive iodine collects in neuroblastoma cells and kills them with the radiation that is given off. Targeted therapy, which uses drugs or other substances that attack specific cancer cells with less harm to normal cells. NIH: National Cancer Institute",MedlinePlus
Neurofibromatosis,https://medlineplus.gov/neurofibromatosis.html,"Neurofibromatosis is a genetic disorder of the nervous system. It mainly affects how nerve cells form and grow. It causes tumors to grow on nerves.  You can get neurofibromatosis from your parents, or it can happen because of a mutation (change) in your genes.  Once you have it, you can pass it along to your children. Usually the tumors are benign, but sometimes they can become cancerous. There are three types of neurofibromatosis: Type 1 (NF1) causes skin changes and deformed bones. It usually starts in childhood.  Sometimes the symptoms are present at birth. Type 2 (NF2) causes hearing loss, ringing in the ears, and poor balance. Symptoms often start in the teen years. Schwannomatosis causes intense pain. It is the rarest type. Doctors diagnose the different types based on the symptoms. Genetic testing is also used to diagnose NF1 and NF2. There is no cure. Treatment can help control symptoms. Depending on the type of disease and how serious it is, treatment may include surgery to remove tumors, radiation therapy, and medicines. NIH: National Institute of Neurological Disorders and Stroke",MedlinePlus
Neurologic Diseases,https://medlineplus.gov/neurologicdiseases.html,"The brain, spinal cord, and nerves make up the nervous system. Together they control all the workings of the body. When something goes wrong with a part of your nervous system, you can have trouble moving, speaking, swallowing, breathing, or learning.  You can also have problems with your memory, senses, or mood. There are more than 600 neurologic diseases. Major types include: Diseases caused by faulty genes, such as Huntington's disease and muscular dystrophy Problems with the way the nervous system develops, such as spina bifida Degenerative diseases , where nerve cells are damaged or die, such as Parkinson's disease and Alzheimer's disease Diseases of the  blood vessels that supply the brain, such as stroke Injuries to the spinal cord and brain Seizure disorders, such as epilepsy Cancer, such as brain tumors infections, such as meningitis",MedlinePlus
Neuromuscular Disorders,https://medlineplus.gov/neuromusculardisorders.html,"Neuromuscular disorders affect your neuromuscular system. They can cause problems with: The nerves that control your muscles Your muscles Communication between your nerves and muscles These disorders can cause your muscles to become weak and waste away. You may also have symptoms such as spasms, twitching, and pain. Examples of neuromuscular disorders include: Amyotrophic lateral sclerosis Muscular dystrophy Myasthenia gravis Spinal muscular atrophy There can be different causes for these diseases. Many of them are genetic.This means they are inherited (run in families) or are caused by a new mutation in your genes. Some neuromuscular disorders are autoimmune diseases . Sometimes the cause is unknown. Many neuromuscular diseases have no cure. But treatments may improve symptoms, increase mobility, and lengthen life.",MedlinePlus
Newborn Screening,https://medlineplus.gov/newbornscreening.html,"Your newborn infant has screening tests before leaving the hospital. There may be different tests depending on the state where you live. They include: Tests on a few drops of blood from pricking the baby's heel. The tests look for inherited disorders. All states test for at least 30 of these conditions. A hearing test that measures the baby's response to sound A skin test that measures the level of oxygen in the blood. This can tell if the baby has a congenital heart defect. These tests look for serious medical conditions. If not treated, some of these conditions can cause lifelong health problems. Others can cause early death. With early diagnosis, treatment can begin right away, before serious problems can occur or become permanent. If a screening shows that your baby might have a condition, the health care provider or the state health department will call you. It is important to follow up quickly. Further testing can verify whether your baby has the condition. If so, treatment should start right away. NIH: National Institute of Child Health and Human Development",MedlinePlus
Noise,https://medlineplus.gov/noise.html,"Noise is all around you, from televisions and radios to lawn mowers and washing machines.  Normally, you hear these sounds at safe levels that don't affect hearing. But sounds that are too loud or loud sounds over a long time are harmful.  They can damage sensitive structures of the inner ear and cause noise-induced hearing loss. More than 30 million Americans are exposed to hazardous sound levels on a regular basis.  Hazardous sound levels are louder than 80 decibels. That's not as loud as traffic on a busy street. Listening to loud music, especially on headphones, is a common cause of noise-induced hearing loss.  You can protect your hearing by: Keeping the volume down when listening to music Wearing earplugs when using loud equipment NIH: National Institute on Deafness and Other Communication Disorders",MedlinePlus
Non-Drug Pain Management,https://medlineplus.gov/nondrugpainmanagement.html,"What is pain? Pain is a signal in your nervous system that something may be wrong. It is an unpleasant feeling, such as a prick, tingle, sting, burn, or ache. Each person feels pain differently, even if the reason for the pain is the same. Pain may be sharp or dull. It may come and go, or it may be constant. You may feel pain in one area of your body, such as your back , abdomen , chest , pelvis , or you may feel pain all over. There are two types of pain: Acute pain usually comes on suddenly, because of a disease, injury, or inflammation (irritation, redness, and/or swelling). It usually goes away when the cause is treated or healed, though sometimes it can turn into chronic pain . Chronic pain lasts for longer than three months or the time in which you should have healed. It can cause severe problems. What are pain relievers? Pain relievers are medicines that reduce or relieve pain. There are many pain medicines, each with advantages and risks. Some are over-the-counter (OTC) medicines. Others are stronger medicines, which are available by prescription. The most powerful prescription pain relievers are opioids. They are very effective, but people who take them are at risk of addiction and overdose . Because of the side effects and risks of pain relievers, you may want to try non-drug treatments first. If you need to take medicines, doing some non-drug treatments may allow you to take a lower dose. What are some non-drug treatments for pain? Many non-drug treatments can help with pain. It is important to check with your health care provider before trying any of them: Acupuncture involves stimulating acupuncture points. These are specific points on your body. There are different acupuncture methods. The most common one involves inserting thin needles through the skin. Others include using pressure, electrical stimulation, and heat. Acupuncture is based on the belief that qi (vital energy) flows through the body along paths, called meridians. Practitioners believe that triggering the acupuncture points can rebalance the qi. Research suggests that acupuncture can help manage certain pain conditions. Biofeedback techniques use electronic devices to measure body functions such as breathing and heart rate. This teaches you to be more aware of your body functions so you can learn to control them. For example, a biofeedback device may show you measurements of your muscle tension. By watching how these measurements change, you can become more aware of when your muscles are tense and learn to relax them. Biofeedback may help to control pain, including chronic headaches and back pain. Electrical stimulation involves using a device to send a gentle electric current to your nerves or muscles. This can help treat pain by changing or blocking pain signals. Types include: Transcutaneous electrical stimulation (TENS) Implanted electric nerve stimulation Deep brain or spinal cord stimulation Massage therapy is a treatment in which the soft tissues of the body are kneaded, rubbed, tapped, and stroked. Among other benefits, it may help people relax, and relieve stress and pain. Meditation is a mind-body practice in which you focus your attention on something, such as an object, word, phrase, or breathing. This helps you to minimize distracting or stressful thoughts or feelings. Physical therapy uses techniques such as heat, cold, exercise, massage, and manipulation. It can help to control pain, condition muscles and restore strength. Psychotherapy (talk therapy) uses methods such as discussion, listening, and counseling to treat mental and behavioral disorders. It can also help people who have pain, especially chronic pain, by: Teaching them coping skills to better deal with the stress that pain can cause Addressing negative thoughts and emotions that can make pain worse Providing them with support Relaxation therapy can help reduce muscle tension and stress, lower blood pressure, and control pain. It may involve tensing and relaxing muscles throughout the body. It may be used with guided imagery (focusing the mind on positive images) and meditation. Surgery can sometimes be necessary to treat severe pain, especially when back problems or serious musculoskeletal injuries cause it. There are always risks to getting surgery, and it does not always work to treat pain. It is important to go through all the risks and benefits with your provider.",MedlinePlus
Norovirus Infections,https://medlineplus.gov/norovirusinfections.html,"Noroviruses are a group of related viruses. Infection with these viruses causes an illness called gastroenteritis , an inflammation of the stomach and intestines.  It can spread from person to person, or through contaminated food or water.  You can also get it if you touch a contaminated surface. Norovirus can be serious, especially for young children and older adults. The most common symptoms of norovirus infection are: Diarrhea Nausea and vomiting Stomach pain Other symptoms may include fever, headache or body aches. Treatment includes bed rest and lots of liquids to prevent dehydration . There is no specific medicine to treat norovirus infections. Proper hand washing and safe food preparation may help prevent infections. Centers for Disease Control and Prevention",MedlinePlus
